component,Index
廣達香義式油醋醬,15681
和小波菜,15682
火腿切塊,15683
混合的奶酪,15684
乾麵包,15685
白蘿蔔韭菜,15686
緑花椰菜,15687
任意果乾,15688
任意堅果或果乾,15689
ㄅ橄欖油,15690
義式馬札瑞拉起司橄欖油,15691
陳年葡萄醋,15692
食材酪梨辣椒香菜,15693
食材蘋果鹽豌豆苗,15694
美乃滋台,15695
食材文旦肉熟蝦仁香菜,15696
西洋香料,15697
燙熟水煮蛋,15698
小鮮蝦,15699
碎香蒜花生,15700
大沙蝦,15701
市售千島醬,15702
黑胡椒鹽柴魚精,15703
▊涼拌調味料,15704
新鮮西式香草,15705
馬鈴薯去皮切丁,15706
紅蘿蔔去皮切碎,15707
小黃瓜切小丁,15708
鹽巴胡椒橄欖油,15709
中型青木瓜,15710
玉米紅蘿蔔等,15711
蓋世達人龍蝦沙拉,15712
桂冠蟹肉棒,15713
花枝餃,15714
蔬菜罐頭,15715
紅色高麗菜絲,15716
紅黃椒條,15717
自製千島醬,15718
日式沙拉醋淋醬,15719
魚露汁,15720
馬鈴薯黃芥末醬鹽,15721
各類水果,15722
有機羅蔓有機小黃瓜有機西洋芹有機紫高麗有機蘋果有機小蕃茄,15723
有機水果,15724
有機紅酒醋,15725
小紅辣椒切成小粒,15726
Balsamico紅酒醋,15727
米霖香油鹽,15728
芥末醬或奶油或大蒜醬,15729
蕃茄牛番茄,15730
洋蔥taiwan,15731
天使細麵橄欖油,15732
蘿蔓心生菜,15733
泰式葵果甜雞醬,15734
屏東出產的大洋蔥,15735
小包裝的柴魚片,15736
烘培過的白芝麻,15737
日式沙拉醋,15738
可生飲之飲用冰水,15739
紅椒切絲,15740
蔥切段後切絲,15741
蒜頭切成碎細未,15742
薑片切成碎細未,15743
辣椒去頭與仔後並切成碎細未,15744
中芹去葉後其梗切成小段,15745
聖女蕃茄切成對半,15746
小卷用熱水燙熟備用,15747
香菜去梗留葉,15748
調味檸檬汁,15749
調味白醋,15750
調味鹽與柴魚精,15751
調味水,15752
鮪魚缶頭,15753
便利商店綜合水果,15754
白湖椒粉,15755
市售蔭鳳梨罐頭肉,15756
紅粷醬油,15757
市售蔭鳳梨罐頭湯汁,15758
中華鹽滷油豆腐滷汁,15759
豬腳中段,15760
老鼠肉塊,15761
坪林包種茶,15762
豬腩肉,15763
全聯薄蒜頭,15764
澳洲和牛金錢展,15765
食用油或豬油,15766
小腱子肉,15767
急凍或新鮮牛腱,15768
李錦記花椒,15769
帶皮薑,15770
手切胛心肉,15771
素滷肉末,15772
帶皮蔥,15773
豬芹菜貢丸,15774
豬絞肉油蔥酥,15775
老滷醬或醬油,15776
帶皮纖維可樂,15777
大茂幼筍,15778
刈包麵皮,15779
去顆水煮蛋,15780
豬繳肉,15781
帶骨牛肋排,15782
檸檬香茅莖,15783
豬新鮮香菇,15784
豬肉片切小塊,15785
豆干切條狀,15786
蒜頭切小塊,15787
豬皮切碎,15788
全聯買的兩條薄豬皮,15789
切片的小里肌肉,15790
鷹仔牌純白胡椒粉,15791
市售紅蔥頭,15792
切小塊豆干,15793
帶皮冰糖,15794
紅露或紹興,15795
猪海帶,15796
阿給,15797
冬瓜尾巴,15798
薑片冰糖醬油,15799
帶皮雞蛋,15800
紅露酒冰糖,15801
切丁肥豬肉,15802
蒜葉,15803
鹽和高纖味精或雞粉,15804
豬高麗菜乾,15805
瓜仔,15806
蒜拍碎,15807
台式,15808
帶皮豬雞可樂,15809
市售油蔥酥,15810
就是段,15811
塊狀,15812
上色用,15813
豬鹽水,15814
泡豬肉用,15815
深抽,15816
WMF快力鍋,15817
冰糖A,15818
冰糖B,15819
紅蔥頭紅蔥頭酥,15820
薑小塊,15821
兩種醬油,15822
蘋果帶皮,15823
幼齒滷汁,15824
小節翅,15825
濕紅蔥頭,15826
帶皮豬紅蔥頭,15827
麻油或苦茶油,15828
蔥白蔥綠兩小把,15829
蒜片約喜歡的食材如海帶豆腐⋯,15830
醬油約肉的冰糖,15831
原色細冰糖,15832
後腿豬腳,15833
有機桂竹筍,15834
豬紅茶,15835
老梅干,15836
蒜頭帶皮,15837
醬油酌量,15838
豬骨或雞骨高湯,15839
切塊豬腳,15840
冰糖或東泉辣椒醬,15841
砂糖或冰糖或黑糖,15842
豬粗豬絞肉,15843
黑麥啤酒,15844
廕鳳梨汁,15845
廕鳳梨片,15846
可口可樂米酒,15847
蒜頭去皮膜,15848
小洋蔥整根,15849
帶皮梅花豬,15850
切塊的筍干,15851
豬蒜粒,15852
豬花豆,15853
豬皮蒜頭切末,15854
帶皮青蔥切大段,15855
干瓢絲或棉繩,15856
厚海帶,15857
梅干菜醬油,15858
剩餘的醃肉醬料,15859
帶皮豬炸大蒜,15860
帶皮豬梅干菜,15861
煮肉湯汁,15862
滷包帶,15863
白蘿蔔削皮切大塊,15864
洋蔥剝皮切大塊,15865
大蒜剝皮不用切,15866
日本香菇王醬油,15867
昆布柴魚高湯粉,15868
帶顆粒花生醬,15869
茴香Fennel,15870
黑糖清酒,15871
帶皮新鮮紅蔥頭,15872
豬麵輪,15873
電鍋白煮蛋,15874
玻璃瓶裝台灣啤酒,15875
比例,15876
可樂蒜頭,15877
甘醇醬油膏,15878
香片,15879
冰糖或麥牙糖,15880
煮豬肉的高湯,15881
鋁罐可樂,15882
水煮蛋燕麥捲,15883
紅糖或冰糖,15884
豬醃瓜,15885
米酒或紹興,15886
帶皮豬薑片,15887
豬雞腿,15888
脥心肉,15889
浸香菇的水＋水,15890
帶皮料酒或紹興酒,15891
米酒或燒酒,15892
鹽與烹大師,15893
醬油米杯,15894
冰糖米杯,15895
蔥頭蒜頭,15896
乾香菇和新鮮香菇,15897
胡椒粉肉桂粉,15898
豬冬瓜,15899
後腿豬絞肉,15900
小菲力滷味香,15901
熟蒜頭,15902
乾麵輪,15903
天然純釀醬油,15904
其他滷料,15905
油豆腐或豆干,15906
福菜干末,15907
蔥段燒,15908
無骨豬排,15909
胡椒粉或滷蛋,15910
芒果啤酒,15911
麵輪水,15912
胛心絞肉紅蔥酥,15913
略瘦的絞肉,15914
梅花絞肉豬皮切丁,15915
醬油約米酒,15916
台糖,15917
帶皮紅蔥酥,15918
鯷魚魚露,15919
豆伯,15920
大玻璃罐,15921
大石頭,15922
韓國大白菜砂糖,15923
裙帶菜,15924
新鮮小顆蛤蠣,15925
韓國蝦醬,15926
韓國蘿蔔,15927
罐子或鍋子,15928
大湯匙,15929
金棗醬,15930
蜜金棗絲,15931
燙過玻璃瓶,15932
白醋味霖,15933
殺青梅子,15934
已經殺青的梅子,15935
製作好的洛神蜜餞,15936
糖約,15937
米醋或水果醋,15938
韓式辣椒醬辣椒粉魚露,15939
燒酒薑泥,15940
切薄片或切條花枝,15941
日本白蘿蔔,15942
煮沸放涼的開水,15943
好市多胡麻醬,15944
有機白柚,15945
臍橙,15946
冰糖白醋,15947
糯米醋(約,15948
新鮮佛手瓜,15949
韓國不倒翁芝麻油,15950
京蔥段,15951
日式香菇昆布醬油,15952
鮮美露醬油,15953
白蘿蔔切薄片,15954
新鮮大白菜,15955
高麗菜粗細,15956
小白蘿蔔,15957
南瓜去皮切片蒸熟搗泥,15958
養樂多白醋,15959
高麗菜脫水用的鹽,15960
東成豆瓣醬,15961
台式冬白菜,15962
有機醃梅,15963
黃滬子,15964
配色紅蘿蔔,15965
熟紅蘿蔔,15966
剝皮蒜瓣,15967
小顆圓蕃茄,15968
話梅乾,15969
黃豆粕,15970
松井芥末粉,15971
各種顏色的蘿蔔皮,15972
魚露也可以韓式魚露,15973
去皮南瓜蒸熟,15974
辣豆乳,15975
烤熟堅果,15976
擇白飯,15977
高粱酒醋,15978
山東白菜白蘿蔔紅蘿蔔韭菜,15979
荔枝醋,15980
冰糖或香油,15981
青花椰菜梗,15982
乾酪塊,15983
台灣柳丁,15984
冰塊冰水,15985
硬芭樂,15986
高麗菜小顆約紅蘿蔔片,15987
白醋香油,15988
切片後嫩薑,15989
韓式蝦醬,15990
玻璃器皿,15991
韓國辣粉,15992
白蘿蔔鹽,15993
無毒且表皮無蠟的檸檬,15994
韓國大白菜鹽,15995
韭菜蔥,15996
糯米粉清水韓國辣椒粉,15997
嫩菜豆,15998
新鮮茴香菜,15999
整條辣椒,16000
糯米醋或陳年醋,16001
嫩麻竹筍或綠竹筍,16002
白汽水,16003
木鎚,16004
烤肉用竹籤,16005
約梅子汁,16006
可生食等級的鮭魚,16007
檸檬取青色皮,16008
檸檬酪梨油或橄欖油,16009
空玻璃酒瓶,16010
厚塑膠袋袋子,16011
蒜頭米,16012
原子筆管,16013
大橙皮,16014
洋蔥約鹽巴,16015
高粱醋或白醋,16016
話,16017
梅,16018
醃漬醬材料,16019
白玉苦,16020
小黃瓜梅粉,16021
醃漬汁,16022
新鮮蜆仔,16023
梅乾肉,16024
宜蘭金棗,16025
來春嬤麥芽糖,16026
蘋果或雪梨,16027
醃大白菜用,16028
白醋依個人喜好,16029
白糖依個人喜好,16030
雞心辣椒或是朝天椒,16031
可密封玻璃罐,16032
醃料細砂糖,16033
盒內的梅子粉,16034
桃接李,16035
青芒果削皮去籽,16036
酸梅依個人喜好添加,16037
青芒果鹽,16038
青芒果糖,16039
自制辣椒醬,16040
•大白菜,16041
•青蔥,16042
•韭菜,16043
•拇指大薑,16044
•蒜頭,16045
•小型白羅蔔,16046
•海鹽,16047
•魚露,16048
•辣椒粉,16049
•鹽漬醬蝦,16050
•水,16051
•糯米粉,16052
山東大白菜兩-韓國魚露,16053
韓國雪梨,16054
調味醬料冰糖,16055
濃縮味噌高湯,16056
穀盛醇香烏醋,16057
洗乾淨並烘乾有蓋玻璃罐,16058
*糖與芒果果肉重量,16059
黑醋香油醬油灴糖,16060
白魚切塊,16061
黃瓜切片,16062
西洋芹削皮後斜切,16063
淋油米酒,16064
石班鱸魚或其他,16065
剁椒醬,16066
小米辣,16067
老干媽雞油辣椒,16068
葷食雞胸肉魚丸,16069
素食黑木耳白蘿蔔小黃瓜,16070
素食杏鮑菇生豆皮馬鈴薯片,16071
小磨坊麻婆豆腐料理包,16072
壓碎,16073
切片切丁,16074
切正方塊,16075
小塊的油豆腐,16076
冰糖和砂糖,16077
重慶橋頭火鍋湯底,16078
薄切平菇,16079
重慶麻辣火鍋湯底,16080
老乾媽脆油辣椒,16081
豆鼓蔭鳳梨,16082
草果洗淨敲破去籽,16083
木香,16084
烹大師或是鹽巴,16085
滷好大腸,16086
菇類蔬菜等,16087
濃縮高湯塊,16088
火腿或熱狗腸,16089
麻辣火锅底料,16090
蠔油辣豆瓣醬,16091
砂糖雞粉,16092
紅油辣子辣椒醬,16093
版主辣醬,16094
混合堅果,16095
西洋芹或黃豆芽,16096
郫縣紅油豆瓣醬,16097
沙薑,16098
船凍生鮮小卷,16099
帶梗香菜,16100
食貨集十米酒,16101
藥材湯包,16102
重慶麻辣包,16103
川味椒麻辣椒,16104
自製麻辣鍋醬,16105
優質冷壓初榨橄欖油,16106
市售蒜末,16107
鮮魚豆芽,16108
豬里脊,16109
提香花椒,16110
提香乾辣椒,16111
玉米糖漿或蜂蜜,16112
鴳鵂蛋,16113
白僖菇,16114
板豆腐草菇,16115
麻辣烤肉醬或辣油辣椒醬,16116
大紅袍花椒粉,16117
滷製好的滷味,16118
烤香的花生,16119
可有可無的蘿蔔,16120
椒麻油,16121
青蔥或是小黃瓜,16122
蒜泥或是蒜粉,16123
鳳螺肉,16124
番茄糊或蕃茄醬,16125
雞胗雞心,16126
鹽巴細砂糖,16127
豬肉切薄片,16128
洋蔥切幼絲,16129
雞胸里肌肉,16130
脆腸,16131
素食豆瓣醬,16132
魔鬼椒,16133
毒蠍椒,16134
生紅辣椒,16135
韓國或寬冬粉,16136
蒜味朝天辣椒,16137
魚蛋丸,16138
蒜味腰果適量,16139
麻辣香鍋醬,16140
香茅白嫩心,16141
陳年辣豆瓣醬,16142
陳醋或日本黑醋,16143
耐溫油如苦茶油花生油,16144
棕梠糖或冰糖或紅砂糖,16145
辣椒粉chillipowder,16146
花椒乾pepperc,16147
短辣椒,16148
市售蒜味花生,16149
長型辣椒,16150
乾的蔭豆鼓,16151
醬汁如下,16152
帶皮豬蒜苗,16153
麻辣沙茶醬,16154
活菌豬肉絲,16155
鵝香辣油,16156
瀝杓,16157
香油香菜,16158
台灣辣椒粉,16159
蛋白丁,16160
青陽椒,16161
各種辣椒,16162
辣椒或辣椒粉,16163
ㄧ大顆,16164
ㄧ支,16165
鮮之流-鱈魚,16166
麻油沙拉油,16167
塩烤雞腿,16168
辣椒蒜末蔥末,16169
冬陰功酸辣醬,16170
牛頭牌咖哩湯塊,16171
黑胡椒洋香菜,16172
超辣辣椒粉,16173
冷掉薯條,16174
蘋果櫛瓜,16175
蒜泥蔥花,16176
韓式辣醬韓式辣椒粉,16177
麻油糖蘋果汁白芝麻,16178
醬油烏醋白醋,16179
韓式辣醬醬油,16180
鹽適量黑糖少許蕃茄醬,16181
朝天椒切碎,16182
即食乾麵,16183
剛醃雞的醬油和酒,16184
蒸好的雞汁,16185
蒸好的花椒,16186
骨腿切塊,16187
椒油,16188
花椒粒整粒黑胡椒,16189
醬油蠔油砂糖烏醋,16190
麻油辣油芝麻粒,16191
大蒜蔥花蒜蓉辣椒醬,16192
消毒過的乾燥玻璃罐,16193
太白粉加水攪勻,16194
香油辣油,16195
雞丁&豬肉末,16196
花椒粒煉油,16197
醃料黑胡椒,16198
醃料花椒粉,16199
椒麻醬醬油,16200
椒麻醬魚露,16201
椒麻醬糖,16202
椒麻醬花椒粉,16203
椒麻醬椒麻籽,16204
椒麻醬檸檬汁,16205
椒麻醬蒜末,16206
擺盤裝飾菜高麗菜絲,16207
沙拉油媽咪,16208
麻油阿嬤,16209
米酒公公,16210
紅蔥頭大姐,16211
橄欖油或液態油,16212
全雞翅翼,16213
冷凍豬肉片,16214
朝天椒麻辣醬,16215
紫草,16216
朝天椒辣醬,16217
干蔥頭,16218
高麗菜卷,16219
魯豆腐,16220
乾黑豆鼓末,16221
黑豆豉醬,16222
腸子,16223
麻辣肉醬,16224
鮮麻椒,16225
豆瓣醤,16226
蔥白蔥綠分開切粒,16227
椒辣油,16228
豆辨醬,16229
高汤,16230
牛肩小排鴻喜菇義大利香料白酒,16231
自製朝天蒜茸辣椒醬,16232
食材小黃瓜西洋芹蒜泥辣椒花椒油醋糖鹽,16233
烤過,16234
炒過的花生米,16235
花椒油＋橄欖油,16236
香椿麻辣油,16237
菇類蔬菜,16238
食材梅花肉白蘿蔔紅蘿蔔米酒醬油糖花椒辣椒乾薑大蒜醬油米酒冰糖,16239
冰和冰水,16240
雞翼尖,16241
麻辣蒸肉米粉,16242
醬油鹽柴魚粉,16243
洋蔥蒜頭生薑豆瓣醬,16244
奇香咖哩雞醬料包,16245
麻辣臭豆腐,16246
阿舍台南乾麵,16247
台南乾麵,16248
臭豆腐切塊,16249
鴨血切塊,16250
辣椒瓣醬,16251
皮蛋蔥,16252
辣椒籽,16253
素牛蒡炸,16254
樹薯粉水,16255
麻辣醬或用XO醬,16256
外買醬料,16257
白煮荷包蛋,16258
寧記麻辣鍋底,16259
麻辣湯底,16260
蕃茄糊或醬,16261
朝天椒花椒,16262
蔥花辣椒莫香油,16263
素豬腳圈,16264
龜甲萬醬油醍醐味,16265
豬肉燥,16266
滷味香料包,16267
好市多牛勒條,16268
醉相滷包,16269
火鍋丸子,16270
黑美人菇菇,16271
中藥行滷包,16272
任意滷包,16273
乾燥素大豆肉粒,16274
已泡發香菇,16275
愛之味素沙茶醬,16276
雞腿肉斬塊,16277
綠苦瓜切塊,16278
大蔥切絲,16279
辣椒湖,16280
盒裝木棉豆腐,16281
各式醬油,16282
胡椒粒桂皮,16283
綜合滷包,16284
萬家香湖底油,16285
熟鵪鶉蛋,16286
小條白蘿蔔,16287
大條紅蘿蔔,16288
牛腱肉大豆干,16289
蔥可省略,16290
上蒜末,16291
海帶結紅蘿蔔,16292
豬腿,16293
百頁豆腐常鹽,16294
薄鹽昆布醬油,16295
豬小肚,16296
家樂福嚴選宜蘭冰糖,16297
沾醬蠔油,16298
蹄膀去骨,16299
家樂福嚴選宜蘭水,16300
曰式鏗魚醬油,16301
喜愛的青菜,16302
喜愛的食材或火鍋料,16303
冬粉或麵條,16304
麻辣火鍋底料,16305
陳皮或甘草,16306
蜂巢牛肚,16307
燙過的牛肚,16308
魯好的牛肚,16309
川醬,16310
蒜蘇,16311
素燉肉,16312
鴿子蛋,16313
千層豆干,16314
肉豆寇磨粉,16315
紅糖或黑糖或棕櫚糖,16316
高慶泉油膏,16317
小雞腿或雞翅,16318
牛板肉,16319
蒜頭老薑,16320
土雞爪,16321
肉骨,16322
啤酒橄欖油,16323
黃金辣椒,16324
胡椒籽,16325
蒜頭整球,16326
甘口燒肉醬,16327
煮熟水煮蛋,16328
豬甜不辣條,16329
金啤蜂蜜啤酒玻璃瓶裝,16330
台啤可樂,16331
鮮魚露,16332
剩下的滷汁,16333
不死鹹醬油,16334
雲林土雞翅,16335
滷汁的材料,16336
美國牛腱心,16337
豆干花干白煮蛋,16338
蔥段以及蒜頭,16339
鹽麵粉或可樂,16340
滷蛋海帶,16341
薑黑糖,16342
醬油水麻油,16343
**滷汁,16344
澳洲蜂巢肚,16345
蒜泥薑蓉,16346
桂林辣椒醬,16347
滷汁調味料,16348
隔夜滷味,16349
糊底油,16350
dowai全營養萃取鍋,16351
薑屑,16352
雞腿和各式滷味可加的料,16353
各種想魯的料,16354
豬豬梅花,16355
紅棗枸杞黃耆當歸,16356
食材牛肋條洋蔥大蒜白蘿蔔調味料醬油米酒冰糖,16357
食材滷豬皮青椒嫩薑香菜,16358
食材滷大腸鴨血薑青蒜辣豆瓣醬麻辣沙茶醬米酒油膏,16359
辣椒籽油,16360
飛馬大滷包,16361
豬鵪鶉蛋,16362
益生堂滷包,16363
市售酸菜,16364
花生泡軟至少新鮮大香菇,16365
日本咖哩粉,16366
綠咖啡粉,16367
葛拉姆馬薩拉,16368
乾椰子片,16369
咖哩包,16370
綠咖哩高,16371
Op,16372
Ayam咖哩醬料,16373
有心綠咖哩醬,16374
KARA,16375
泰國圓茄,16376
佛蒙特,16377
薑黃Turmeric,16378
丁香粉Clove,16379
孜然籽Cumin,16380
素食咖哩即煮醬,16381
迷迭香粒,16382
香菜沫,16383
葫蘆吧粒,16384
辣味咖哩粉,16385
甘味咖哩塊,16386
甜蔥,16387
榛果巧克利,16388
無糖椰奶,16389
泰式香米,16390
紅咖喱,16391
麵豉,16392
咖哩塊粉末,16393
去骨鷄腿肉,16394
咖喱塊甜味,16395
咖喱塊辣味,16396
馬鈴薯小條胡蘿蔔,16397
牛蕃茄或番茄罐頭,16398
薑黃粉迷迭香胡椒鹽,16399
馬玲薯塊,16400
素螺肉乾貨,16401
爪哇咖喱,16402
盒裝綠咖哩,16403
昆布清湯,16404
⭐️薑黃,16405
⭐️芥末籽,16406
罐頭醬油,16407
佛蒙特咖哩塊甜味,16408
佛蒙特咖哩塊小辣,16409
新鮮豬扒,16410
日式咖喱磚,16411
粟,16412
外鍋冷開水,16413
嫩肩里肌牛肉,16414
牛無骨肩小排,16415
寶寶咖喱塊,16416
大盒咖哩塊,16417
泰國綠圓茄,16418
椰漿小番茄,16419
小茄子,16420
印度黃扁豆dhal,16421
咖哩粉及咖哩塊,16422
油炸豆腐,16423
日式咖喱块,16424
厚切里肌肉,16425
黃金雞胸肉,16426
阿娟原味優格,16427
厚豬肉扒,16428
日本咖喱磚,16429
歐維氏巧克力,16430
雞嫩腿肉切丁,16431
佛蒙特蘋果咖哩,16432
咖哩調味塊,16433
好市多清雞胸肉,16434
去骨放山雞腿肉,16435
麵粉蛋液木薯粉,16436
藍象咖哩,16437
市售番茄塊罐頭,16438
白茄子,16439
洋蔥小,16440
雞肉丁節瓜,16441
綜合什蔬,16442
浸泡雞肉調味料,16443
吃剩的咖喱,16444
好市多溏心蛋,16445
豬後腿肉切塊,16446
咖哩磚,16447
好市多椰奶,16448
蕃茄罐,16449
辣椒或辣粉,16450
椰子汁或有心綠咖哩醬,16451
佛蒙特爪哇咖哩塊,16452
咖哩塊辛味,16453
鴻喜菇美白菇等菇類,16454
葫蘆巴葉,16455
中辣咖哩,16456
Kara椰漿,16457
全聯雞肉,16458
無骨鮭魚片,16459
美牛紅蘿蔔,16460
佛蒙特咖哩塊大辣,16461
地瓜粉或玉米粉,16462
泰國醬油,16463
雞里肉,16464
汆燙過綠花椰菜,16465
咖哩粉或薑黃粉,16466
軟管裝大蒜泥,16467
軟管裝生薑泥,16468
家樂福牛肋條,16469
咖哩調味包,16470
進口澳洲馬鈴薯,16471
火雞腿,16472
去骨雞腿肉中辣,16473
綠咖哩醬料包,16474
洋蔥頭,16475
里肌牛,16476
FRESCO椰子油,16477
日本讚歧烏龍麵,16478
美式莎莎醬,16479
有心綠咖哩,16480
羊肉片剪小,16481
青椒碎,16482
泰式黃咖喱醬,16483
煮牛腩牛筋的水,16484
綠咖喱,16485
牛肉絲或是豬肉絲,16486
白蔥段,16487
牛肋條或牛板鍵,16488
